Path Way,File Name,Camera,Datetime,Width,Height,Depth,Defect Type,xmin,ymin,xmax,ymax,Score
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T112246.xml,outer_surface_211202T112246.xml,outer_surface,2021-12-02  12:24:06,500,7990,1,Crack,117,6466,133,6499,0.12032065540552
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T112428.xml,outer_surface_211202T112428.xml,outer_surface,2021-12-02  12:42:08,500,7990,1,Crack,87,3115,109,3191,0.16675482690334
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T112942.xml,outer_surface_211202T112942.xml,outer_surface,2021-12-02  12:09:42,500,7990,1,Chip,78,3806,95,3855,0.14283539354801
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T113829.xml,outer_surface_211202T113829.xml,outer_surface,2021-12-02  13:08:29,500,7990,1,Crack,84,4810,97,4886,0.1892027258873
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T113916.xml,outer_surface_211202T113916.xml,outer_surface,2021-12-02  13:09:16,500,7990,1,Chip,75,4142,95,4241,0.20850938558578
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T114532.xml,outer_surface_211202T114532.xml,outer_surface,2021-12-02  14:53:02,500,7990,1,Crack,340,3087,366,3196,0.39569130539894
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T115729.xml,outer_surface_211202T115729.xml,outer_surface,2021-12-02  15:07:29,500,7990,1,Crack,375,1783,396,1873,0.11134271323681
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T115735.xml,outer_surface_211202T115735.xml,outer_surface,2021-12-02  15:07:35,500,7990,1,Crack,87,5717,108,5818,0.20262676477432
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T120228.xml,outer_surface_211202T120228.xml,outer_surface,2021-12-02  20:22:08,500,7990,1,Crack,84,4577,101,4613,0.16242800652981
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T124628.xml,outer_surface_211202T124628.xml,outer_surface,2021-12-02  02:46:28,500,7990,1,Crack,297,1025,331,1072,0.27793872356415
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T124900.xml,outer_surface_211202T124900.xml,outer_surface,2021-12-02  02:49:00,500,7990,1,Chip,174,1280,208,1324,0.21750128269196
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T125138.xml,outer_surface_211202T125138.xml,outer_surface,2021-12-02  02:51:38,500,7990,1,Chip,76,2204,95,2319,0.14599175751209
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T125854.xml,outer_surface_211202T125854.xml,outer_surface,2021-12-02  02:58:54,500,7990,1,Crack,313,6758,331,6852,0.25512793660164
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T130118.xml,outer_surface_211202T130118.xml,outer_surface,2021-12-02  03:01:18,500,7990,1,Crack,217,3776,240,3826,0.3309665620327
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T130236.xml,outer_surface_211202T130236.xml,outer_surface,2021-12-02  03:02:36,500,7990,1,Crack,183,3134,204,3241,0.41267421841621
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T130805.xml,outer_surface_211202T130805.xml,outer_surface,2021-12-02  03:08:05,500,7990,1,Chip,78,5752,96,5841,0.17624343931675
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T131949.xml,outer_surface_211202T131949.xml,outer_surface,2021-12-02  03:19:49,500,7990,1,Crack,81,3922,108,4014,0.1005430072546
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T132058.xml,outer_surface_211202T132058.xml,outer_surface,2021-12-02  03:20:58,500,7990,1,Crack,158,4158,178,4192,0.13061770796776
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T132619.xml,outer_surface_211202T132619.xml,outer_surface,2021-12-02  03:26:19,500,7990,1,Crack,79,6930,98,6996,0.11878421157598
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T132658.xml,outer_surface_211202T132658.xml,outer_surface,2021-12-02  03:26:58,500,7990,1,Chip,95,4146,118,4175,0.16995476186275
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T134437.xml,outer_surface_211202T134437.xml,outer_surface,2021-12-02  03:44:37,500,7990,1,Chip,77,6365,117,6409,0.29675725102425
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T134658.xml,outer_surface_211202T134658.xml,outer_surface,2021-12-02  03:46:58,500,7990,1,Crack,171,3808,194,3832,0.19530293345451
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T134825.xml,outer_surface_211202T134825.xml,outer_surface,2021-12-02  03:48:25,500,7990,1,Chip,81,6659,102,6702,0.11117884516716
D:\data\vision_6830\image_data\outer_surface\nok\211202\flag\outer_surface_211202T135039.xml,outer_surface_211202T135039.xml,outer_surface,2021-12-02  03:50:39,500,7990,1,Chip,77,1097,114,1164,0.21565157175064
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T063508.xml,top_rim_211202T063508.xml,top_rim,2021-12-02  06:35:08,950,7990,1,Crack-outoffocus,303,4832,371,4868,0.6818345785141
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T064305.xml,top_rim_211202T064305.xml,top_rim,2021-12-02  06:43:05,950,7990,1,Crack,261,729,292,777,0.57401913404465
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T065038.xml,top_rim_211202T065038.xml,top_rim,2021-12-02  06:50:38,950,7990,1,Chip,234,3155,271,3303,0.80003875494003
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T065305.xml,top_rim_211202T065305.xml,top_rim,2021-12-02  06:53:05,950,7990,1,Crack,246,5512,287,5559,0.7077784538269
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T065426.xml,top_rim_211202T065426.xml,top_rim,2021-12-02  06:54:26,950,7990,1,Crack-outoffocus,372,2085,430,2113,0.74522751569748
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T065846.xml,top_rim_211202T065846.xml,top_rim,2021-12-02  06:58:46,950,7990,1,Crack-outoffocus,330,6497,381,6532,0.95408236980438
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T070029.xml,top_rim_211202T070029.xml,top_rim,2021-12-02  07:00:29,950,7990,1,Crack,240,1462,281,1488,0.62325239181519
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T071617.xml,top_rim_211202T071617.xml,top_rim,2021-12-02  07:16:17,950,7990,1,Crack,241,1158,285,1202,0.70605337619781
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T071945.xml,top_rim_211202T071945.xml,top_rim,2021-12-02  07:19:45,950,7990,1,Crack-outoffocus,333,2144,398,2171,0.53565466403961
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T071945.xml,top_rim_211202T071945.xml,top_rim,2021-12-02  07:19:45,950,7990,1,Chip,892,4897,940,4928,0.15851953625679
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T071945.xml,top_rim_211202T071945.xml,top_rim,2021-12-02  07:19:45,950,7990,1,Crack-minor,236,5025,282,5069,0.10931494086981
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T072033.xml,top_rim_211202T072033.xml,top_rim,2021-12-02  07:20:33,950,7990,1,Crack-outoffocus,222,4396,241,4610,0.7627928853035
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T073346.xml,top_rim_211202T073346.xml,top_rim,2021-12-02  07:33:46,950,7990,1,Crack,853,1476,939,1513,0.56456249952316
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T073346.xml,top_rim_211202T073346.xml,top_rim,2021-12-02  07:33:46,950,7990,1,Crack,785,5311,861,5337,0.11329083889723
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T075724.xml,top_rim_211202T075724.xml,top_rim,2021-12-02  07:57:24,950,7990,1,Crack,803,2477,880,2511,0.56353938579559
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T080200.xml,top_rim_211202T080200.xml,top_rim,2021-12-02  08:02:00,950,7990,1,Crack,254,5597,289,5651,0.53564339876175
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T081022.xml,top_rim_211202T081022.xml,top_rim,2021-12-02  08:10:22,950,7990,1,Crack,781,3578,871,3617,0.80808335542679
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T082125.xml,top_rim_211202T082125.xml,top_rim,2021-12-02  08:21:25,950,7990,1,Crack,254,6139,295,6182,0.71629220247269
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T082506.xml,top_rim_211202T082506.xml,top_rim,2021-12-02  08:25:06,950,7990,1,Crack-outoffocus,360,5733,416,5762,0.88446515798569
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T084617.xml,top_rim_211202T084617.xml,top_rim,2021-12-02  08:46:17,950,7990,1,Crack,223,3693,264,3730,0.61233645677567
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T085927.xml,top_rim_211202T085927.xml,top_rim,2021-12-02  08:59:27,950,7990,1,Crack,249,5775,290,5811,0.55507558584213
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T090301.xml,top_rim_211202T090301.xml,top_rim,2021-12-02  09:03:01,950,7990,1,Crack-outoffocus,330,2241,379,2265,0.69623756408691
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T090301.xml,top_rim_211202T090301.xml,top_rim,2021-12-02  09:03:01,950,7990,1,Crack-minor,256,452,296,482,0.12649151682854
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T095305.xml,top_rim_211202T095305.xml,top_rim,2021-12-02  09:53:05,950,7990,1,Crack,256,5899,290,5958,0.66999381780624
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T095305.xml,top_rim_211202T095305.xml,top_rim,2021-12-02  09:53:05,950,7990,1,Chip,807,5368,930,5445,0.48221033811569
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T095305.xml,top_rim_211202T095305.xml,top_rim,2021-12-02  09:53:05,950,7990,1,Crack-minor,253,5755,290,5794,0.13255126774311
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T095818.xml,top_rim_211202T095818.xml,top_rim,2021-12-02  09:58:18,950,7990,1,Crack-outoffocus,315,3865,371,3889,0.76164269447327
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T100323.xml,top_rim_211202T100323.xml,top_rim,2021-12-02  00:32:03,950,7990,1,Crack,101,3834,171,3861,0.81209909915924
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T100432.xml,top_rim_211202T100432.xml,top_rim,2021-12-02  00:43:02,950,7990,1,Crack-outoffocus,217,4171,244,4314,0.80402648448944
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T100719.xml,top_rim_211202T100719.xml,top_rim,2021-12-02  00:07:19,950,7990,1,Crack,824,2590,930,2625,0.78556340932846
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T103809.xml,top_rim_211202T103809.xml,top_rim,2021-12-02  03:08:09,950,7990,1,Crack-outoffocus,242,1918,257,2219,0.70403409004211
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T103809.xml,top_rim_211202T103809.xml,top_rim,2021-12-02  03:08:09,950,7990,1,Crack-minor,254,2054,289,2077,0.10146985203028
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T104425.xml,top_rim_211202T104425.xml,top_rim,2021-12-02  04:42:05,950,7990,1,Chip,862,5650,940,5699,0.88352811336517
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T105136.xml,top_rim_211202T105136.xml,top_rim,2021-12-02  05:13:06,950,7990,1,Crack,781,1613,882,1638,0.8889080286026
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T105634.xml,top_rim_211202T105634.xml,top_rim,2021-12-02  05:06:34,950,7990,1,Crack,836,2725,925,2764,0.53305900096893
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T112051.xml,top_rim_211202T112051.xml,top_rim,2021-12-02  12:05:01,950,7990,1,Crack,232,725,285,762,0.57768201828003
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113726.xml,top_rim_211202T113726.xml,top_rim,2021-12-02  13:07:26,950,7990,1,Crack-outoffocus,242,5925,259,6231,0.87798172235489
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113726.xml,top_rim_211202T113726.xml,top_rim,2021-12-02  13:07:26,950,7990,1,Crack-minor,259,6081,293,6106,0.20019733905792
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113726.xml,top_rim_211202T113726.xml,top_rim,2021-12-02  13:07:26,950,7990,1,Crack-minor,258,6099,293,6132,0.17007113993168
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113814.xml,top_rim_211202T113814.xml,top_rim,2021-12-02  13:08:14,950,7990,1,Crack,804,4732,907,4767,0.58817422389984
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113814.xml,top_rim_211202T113814.xml,top_rim,2021-12-02  13:08:14,950,7990,1,Crack,678,4728,747,4761,0.42106235027313
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T113814.xml,top_rim_211202T113814.xml,top_rim,2021-12-02  13:08:14,950,7990,1,Crack-rim,796,1863,810,1917,0.14819103479385
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T114019.xml,top_rim_211202T114019.xml,top_rim,2021-12-02  14:01:09,950,7990,1,Crack,245,5734,290,5772,0.91543579101562
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T114019.xml,top_rim_211202T114019.xml,top_rim,2021-12-02  14:01:09,950,7990,1,Crack-minor,253,5855,295,5877,0.10707474499941
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T120102.xml,top_rim_211202T120102.xml,top_rim,2021-12-02  20:10:02,950,7990,1,Crack,73,3607,226,3653,0.75458842515945
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T124405.xml,top_rim_211202T124405.xml,top_rim,2021-12-02  02:44:05,950,7990,1,Crack-outoffocus,331,3926,392,3957,0.76781535148621
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T124917.xml,top_rim_211202T124917.xml,top_rim,2021-12-02  02:49:17,950,7990,1,Crack-outoffocus,326,3749,381,3782,0.73306792974472
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T130403.xml,top_rim_211202T130403.xml,top_rim,2021-12-02  03:04:03,950,7990,1,Crack,215,6330,314,6368,0.55793732404709
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T131355.xml,top_rim_211202T131355.xml,top_rim,2021-12-02  03:13:55,950,7990,1,Chip,865,5646,934,5691,0.58687210083008
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T131355.xml,top_rim_211202T131355.xml,top_rim,2021-12-02  03:13:55,950,7990,1,Crack-rim,792,6047,808,6120,0.11571571975946
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T132004.xml,top_rim_211202T132004.xml,top_rim,2021-12-02  03:20:04,950,7990,1,Chip,887,1272,944,1335,0.80353486537933
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T132004.xml,top_rim_211202T132004.xml,top_rim,2021-12-02  03:20:04,950,7990,1,Crack-rim,793,1833,808,1882,0.1701835244894
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T132004.xml,top_rim_211202T132004.xml,top_rim,2021-12-02  03:20:04,950,7990,1,Crack-minor,246,1261,287,1296,0.16391198337078
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T132004.xml,top_rim_211202T132004.xml,top_rim,2021-12-02  03:20:04,950,7990,1,Crack-rim,803,1824,821,1887,0.15160483121872
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T133243.xml,top_rim_211202T133243.xml,top_rim,2021-12-02  03:32:43,950,7990,1,Crack,845,425,950,476,0.50102388858795
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T133243.xml,top_rim_211202T133243.xml,top_rim,2021-12-02  03:32:43,950,7990,1,Chip,860,5650,939,5693,0.16944342851639
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T133243.xml,top_rim_211202T133243.xml,top_rim,2021-12-02  03:32:43,950,7990,1,Crack-rim,790,5447,804,5507,0.10719481110573
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T134041.xml,top_rim_211202T134041.xml,top_rim,2021-12-02  03:40:41,950,7990,1,Crack,223,4347,261,4405,0.54084140062332
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T134348.xml,top_rim_211202T134348.xml,top_rim,2021-12-02  03:43:48,950,7990,1,Crack-outoffocus,223,6387,241,6544,0.8773940205574
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T134348.xml,top_rim_211202T134348.xml,top_rim,2021-12-02  03:43:48,950,7990,1,Crack,241,6374,278,6403,0.33228343725204
D:\data\vision_6830\image_data\top_rim\nok\211202\top_rim_211202T134801.xml,top_rim_211202T134801.xml,top_rim,2021-12-02  03:48:01,950,7990,1,Chip,893,6550,943,6592,0.63087427616119
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T063112.xml,top_rim_211202T063112.xml,top_rim,2021-12-02  06:31:12,950,7990,1,Crack-minor,241,5082,286,5112,0.30826333165169
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T063112.xml,top_rim_211202T063112.xml,top_rim,2021-12-02  06:31:12,950,7990,1,Crack-minor,254,5788,291,5839,0.21098743379116
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T063246.xml,top_rim_211202T063246.xml,top_rim,2021-12-02  06:32:46,950,7990,1,Crack,228,3876,264,3933,0.30077141523361
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T063459.xml,top_rim_211202T063459.xml,top_rim,2021-12-02  06:34:59,950,7990,1,Crack,227,3808,262,3858,0.35351040959358
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T065226.xml,top_rim_211202T065226.xml,top_rim,2021-12-02  06:52:26,950,7990,1,Chip,863,7508,950,7577,0.31850358843803
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T065226.xml,top_rim_211202T065226.xml,top_rim,2021-12-02  06:52:26,950,7990,1,Crack-rim,796,1504,812,1561,0.19195365905762
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T065329.xml,top_rim_211202T065329.xml,top_rim,2021-12-02  06:53:29,950,7990,1,Crack,231,3219,265,3257,0.31559008359909
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T070709.xml,top_rim_211202T070709.xml,top_rim,2021-12-02  07:07:09,950,7990,1,Crack-outoffocus,365,5782,410,5811,0.39622959494591
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T070748.xml,top_rim_211202T070748.xml,top_rim,2021-12-02  07:07:48,950,7990,1,Crack,240,5161,278,5221,0.33132621645927
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T072042.xml,top_rim_211202T072042.xml,top_rim,2021-12-02  07:20:42,950,7990,1,Crack,810,2759,905,2794,0.35000082850456
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T072203.xml,top_rim_211202T072203.xml,top_rim,2021-12-02  07:22:03,950,7990,1,Crack,843,2255,929,2288,0.39298018813133
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T072747.xml,top_rim_211202T072747.xml,top_rim,2021-12-02  07:27:47,950,7990,1,Crack,857,1745,935,1791,0.48370519280434
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T072937.xml,top_rim_211202T072937.xml,top_rim,2021-12-02  07:29:37,950,7990,1,Crack,245,5767,287,5809,0.36573219299316
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T073120.xml,top_rim_211202T073120.xml,top_rim,2021-12-02  07:31:20,950,7990,1,Crack,834,2600,922,2648,0.3968254327774
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T073733.xml,top_rim_211202T073733.xml,top_rim,2021-12-02  07:37:33,950,7990,1,Chip,819,3020,940,3081,0.49616926908493
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T080004.xml,top_rim_211202T080004.xml,top_rim,2021-12-02  08:00:04,950,7990,1,Crack,784,5211,855,5249,0.39614742994308
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T081252.xml,top_rim_211202T081252.xml,top_rim,2021-12-02  08:12:52,950,7990,1,Crack,247,1041,289,1073,0.33485391736031
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T081252.xml,top_rim_211202T081252.xml,top_rim,2021-12-02  08:12:52,950,7990,1,Crack-minor,240,1296,288,1320,0.13176022469997
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T082021.xml,top_rim_211202T082021.xml,top_rim,2021-12-02  08:20:21,950,7990,1,Crack,789,3418,881,3466,0.42796897888184
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T084040.xml,top_rim_211202T084040.xml,top_rim,2021-12-02  08:40:40,950,7990,1,Crack-minor,239,4934,286,4967,0.31760343909264
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T084417.xml,top_rim_211202T084417.xml,top_rim,2021-12-02  08:44:17,950,7990,1,Crack,220,3632,260,3685,0.4669137597084
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T084417.xml,top_rim_211202T084417.xml,top_rim,2021-12-02  08:44:17,950,7990,1,Crack-outoffocus,325,2158,384,2196,0.16263128817081
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T084712.xml,top_rim_211202T084712.xml,top_rim,2021-12-02  08:47:12,950,7990,1,Crack-minor,249,5837,288,5876,0.33685067296028
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T085815.xml,top_rim_211202T085815.xml,top_rim,2021-12-02  08:58:15,950,7990,1,Crack,226,3853,265,3884,0.42816287279129
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T090328.xml,top_rim_211202T090328.xml,top_rim,2021-12-02  09:03:28,950,7990,1,Crack,200,669,246,700,0.32322612404823
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T090328.xml,top_rim_211202T090328.xml,top_rim,2021-12-02  09:03:28,950,7990,1,Crack,849,666,943,712,0.17521454393864
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T091905.xml,top_rim_211202T091905.xml,top_rim,2021-12-02  09:19:05,950,7990,1,Crack-rim,794,1540,810,1586,0.33996024727821
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T092505.xml,top_rim_211202T092505.xml,top_rim,2021-12-02  09:25:05,950,7990,1,Crack,857,946,945,989,0.35028249025345
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T092804.xml,top_rim_211202T092804.xml,top_rim,2021-12-02  09:28:04,950,7990,1,Crack-outoffocus,228,5055,248,5209,0.32363605499268
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T092918.xml,top_rim_211202T092918.xml,top_rim,2021-12-02  09:29:18,950,7990,1,Crack-outoffocus,369,2087,424,2114,0.44409143924713
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T094116.xml,top_rim_211202T094116.xml,top_rim,2021-12-02  09:41:16,950,7990,1,Crack,253,5805,291,5845,0.31807163357735
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T095353.xml,top_rim_211202T095353.xml,top_rim,2021-12-02  09:53:53,950,7990,1,Crack-outoffocus,239,5547,256,5750,0.4964716732502
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T100134.xml,top_rim_211202T100134.xml,top_rim,2021-12-02  00:13:04,950,7990,1,Chip,895,2855,948,2915,0.39919483661652
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T101208.xml,top_rim_211202T101208.xml,top_rim,2021-12-02  01:20:08,950,7990,1,Crack-outoffocus,335,4985,395,5019,0.4552931189537
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T101741.xml,top_rim_211202T101741.xml,top_rim,2021-12-02  01:07:41,950,7990,1,Crack,227,4027,261,4081,0.39703661203384
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T102312.xml,top_rim_211202T102312.xml,top_rim,2021-12-02  02:31:02,950,7990,1,Chip,228,4123,272,4196,0.48656982183456
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103220.xml,top_rim_211202T103220.xml,top_rim,2021-12-02  03:22:00,950,7990,1,Crack,769,2687,847,2711,0.41805332899094
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103220.xml,top_rim_211202T103220.xml,top_rim,2021-12-02  03:22:00,950,7990,1,Crack,885,6458,944,6494,0.20825687050819
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103249.xml,top_rim_211202T103249.xml,top_rim,2021-12-02  03:24:09,950,7990,1,Chip,884,5646,939,5710,0.30429872870445
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103511.xml,top_rim_211202T103511.xml,top_rim,2021-12-02  03:51:01,950,7990,1,Crack-minor,798,6424,891,6466,0.32228475809097
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103825.xml,top_rim_211202T103825.xml,top_rim,2021-12-02  03:08:25,950,7990,1,Chip,871,5659,943,5701,0.41243755817413
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T103825.xml,top_rim_211202T103825.xml,top_rim,2021-12-02  03:08:25,950,7990,1,Crack,235,3817,270,3850,0.20915980637074
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T105200.xml,top_rim_211202T105200.xml,top_rim,2021-12-02  05:20:00,950,7990,1,Crack,774,3641,842,3665,0.48915660381317
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T105523.xml,top_rim_211202T105523.xml,top_rim,2021-12-02  05:52:03,950,7990,1,Chip,859,5657,936,5701,0.35487434267998
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T105924.xml,top_rim_211202T105924.xml,top_rim,2021-12-02  05:09:24,950,7990,1,Chip,857,5645,935,5688,0.45741045475006
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T110726.xml,top_rim_211202T110726.xml,top_rim,2021-12-02  10:07:26,950,7990,1,Chip,857,5652,939,5697,0.3013114631176
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T111138.xml,top_rim_211202T111138.xml,top_rim,2021-12-02  11:13:08,950,7990,1,Chip,861,5644,938,5686,0.4908838570118
D:\data\vision_6830\image_data\top_rim\nok\211202\flag\top_rim_211202T112607.xml,top_rim_211202T112607.xml,top_rim,2021-12-02  12:06:07,950,7990,1,Crack,855,5571,923,5594,0.43334177136421
