Path Way,File Name,Width,Height,Depth,Defect Type,xmin,ymin,xmax,ymax,Score
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T092635.xml,inner_bore_211123T092635.xml,1000,7990,1,Crack,494,1962,520,2094,0.93685990571976
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T092635.xml,inner_bore_211123T092635.xml,1000,7990,1,Crack,482,3068,548,3095,0.91929131746292
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T093133.xml,inner_bore_211123T093133.xml,1000,7990,1,Crack,495,4208,526,4335,0.90632951259613
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T093657.xml,inner_bore_211123T093657.xml,1000,7990,1,Crack,512,7828,551,7954,0.94822597503662
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T102117.xml,inner_bore_211123T102117.xml,1000,7990,1,Crack-outoffocus,286,4260,366,4279,0.92150050401688
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T102149.xml,inner_bore_211123T102149.xml,1000,7990,1,Crack,504,7250,532,7426,0.92686557769775
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T102813.xml,inner_bore_211123T102813.xml,1000,7990,1,Crack-outoffocus,445,5377,538,5398,0.93976956605911
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T103539.xml,inner_bore_211123T103539.xml,1000,7990,1,Crack,494,5867,564,5912,0.94495207071304
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T111456.xml,inner_bore_211123T111456.xml,1000,7990,1,Crack,471,4973,507,5054,0.93279421329498
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T112151.xml,inner_bore_211123T112151.xml,1000,7990,1,Crack,434,7008,466,7136,0.9405465722084
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T131410.xml,inner_bore_211123T131410.xml,1000,7990,1,Crack-minor,212,2423,274,2443,0.94285541772842
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T131649.xml,inner_bore_211123T131649.xml,1000,7990,1,Crack-outoffocus,446,6296,533,6316,0.94142246246338
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T230835.xml,inner_bore_211123T230835.xml,1000,7990,1,Crack,350,7219,381,7339,0.91336995363235
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T231009.xml,inner_bore_211123T231009.xml,1000,7990,1,Crack,647,6956,725,6998,0.94653403759003
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T231840.xml,inner_bore_211123T231840.xml,1000,7990,1,Crack-minor,314,3435,401,3463,0.92088401317596
D:\data\vision_6830\image_data\inner_bore\nok\211123\flag\inner_bore_211123T231840.xml,inner_bore_211123T231840.xml,1000,7990,1,Crack-minor,223,733,288,760,0.8744438290596
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T000047.xml,inner_bore_211124T000047.xml,1000,7990,1,Crack,445,4935,486,5136,0.99931490421295
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T000655.xml,inner_bore_211124T000655.xml,1000,7990,1,Crack,403,7801,452,7864,0.99305737018585
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T002129.xml,inner_bore_211124T002129.xml,1000,7990,1,Crack,458,7375,487,7556,0.99686855077744
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T002320.xml,inner_bore_211124T002320.xml,1000,7990,1,Crack-outoffocus,444,6226,530,6249,0.99662280082703
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T002350.xml,inner_bore_211124T002350.xml,1000,7990,1,Crack-minor,219,5785,277,5808,0.98978185653687
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T002623.xml,inner_bore_211124T002623.xml,1000,7990,1,Crack,445,5032,489,5196,0.9924088716507
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T003657.xml,inner_bore_211124T003657.xml,1000,7990,1,Crack,535,5681,575,5817,0.9733595252037
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T004726.xml,inner_bore_211124T004726.xml,1000,7990,1,Crack-minor,215,6197,273,6218,0.99005401134491
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T004852.xml,inner_bore_211124T004852.xml,1000,7990,1,Crack,428,2479,515,2518,0.98953992128372
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T010511.xml,inner_bore_211124T010511.xml,1000,7990,1,Crack,410,4869,442,5001,0.99960428476334
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T010558.xml,inner_bore_211124T010558.xml,1000,7990,1,Crack-outoffocus,495,660,585,679,0.95202106237411
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T011534.xml,inner_bore_211124T011534.xml,1000,7990,1,Crack-minor,204,4207,268,4230,0.99187088012695
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T011828.xml,inner_bore_211124T011828.xml,1000,7990,1,Crack,358,5881,387,5974,0.99891269207001
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T011859.xml,inner_bore_211124T011859.xml,1000,7990,1,Crack,311,2623,484,2651,0.9967874288559
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T012050.xml,inner_bore_211124T012050.xml,1000,7990,1,Crack-minor,250,3698,373,3717,0.95516067743301
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T012438.xml,inner_bore_211124T012438.xml,1000,7990,1,Crack,368,4999,413,5089,0.99982798099518
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T013347.xml,inner_bore_211124T013347.xml,1000,7990,1,Crack,524,6165,554,6267,0.98774170875549
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T013448.xml,inner_bore_211124T013448.xml,1000,7990,1,Crack-minor,218,1824,277,1845,0.99918431043625
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T014715.xml,inner_bore_211124T014715.xml,1000,7990,1,Crack,584,2400,613,2515,0.99025630950928
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T020150.xml,inner_bore_211124T020150.xml,1000,7990,1,Crack-minor,220,6453,283,6482,0.99784719944
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T020423.xml,inner_bore_211124T020423.xml,1000,7990,1,Crack,419,3239,458,3359,0.99959748983383
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T020820.xml,inner_bore_211124T020820.xml,1000,7990,1,Crack,496,2719,557,2900,0.99975675344467
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T020820.xml,inner_bore_211124T020820.xml,1000,7990,1,Crack,601,2441,658,2673,0.76803332567215
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T021042.xml,inner_bore_211124T021042.xml,1000,7990,1,Crack,576,6022,656,6063,0.99984574317932
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T021058.xml,inner_bore_211124T021058.xml,1000,7990,1,Crack,471,4982,541,5024,0.99193704128265
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T023332.xml,inner_bore_211124T023332.xml,1000,7990,1,Crack,420,134,440,241,0.95214682817459
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T023932.xml,inner_bore_211124T023932.xml,1000,7990,1,Crack,413,5380,438,5561,0.9999577999115
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T024411.xml,inner_bore_211124T024411.xml,1000,7990,1,Crack,456,2971,497,3086,0.99380350112915
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T025144.xml,inner_bore_211124T025144.xml,1000,7990,1,Crack,333,5932,369,6037,0.99870622158051
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T025838.xml,inner_bore_211124T025838.xml,1000,7990,1,Crack,413,6003,440,6157,0.96104258298874
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T030227.xml,inner_bore_211124T030227.xml,1000,7990,1,Crack,468,1735,518,1877,0.99990367889404
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T030320.xml,inner_bore_211124T030320.xml,1000,7990,1,Crack-minor,212,5611,276,5634,0.99657106399536
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T030843.xml,inner_bore_211124T030843.xml,1000,7990,1,Crack-outoffocus,545,7386,627,7408,0.98870694637299
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T031432.xml,inner_bore_211124T031432.xml,1000,7990,1,Crack-outoffocus,456,2603,547,2623,0.96522831916809
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T031624.xml,inner_bore_211124T031624.xml,1000,7990,1,Crack,421,2613,455,2746,0.99971109628677
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T032215.xml,inner_bore_211124T032215.xml,1000,7990,1,Crack-minor,219,6139,281,6172,0.99611878395081
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T032841.xml,inner_bore_211124T032841.xml,1000,7990,1,Crack-minor,219,6373,284,6407,0.998211145401
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T033211.xml,inner_bore_211124T033211.xml,1000,7990,1,Crack,274,6538,320,6634,0.99899572134018
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T033543.xml,inner_bore_211124T033543.xml,1000,7990,1,Crack,461,2275,489,2438,0.99753051996231
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T033929.xml,inner_bore_211124T033929.xml,1000,7990,1,Crack,495,664,540,785,0.97061657905579
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T042250.xml,inner_bore_211124T042250.xml,1000,7990,1,Crack-outoffocus,517,7069,624,7089,0.96546179056168
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T042315.xml,inner_bore_211124T042315.xml,1000,7990,1,Crack-minor,203,2741,275,2761,0.97441363334656
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T042913.xml,inner_bore_211124T042913.xml,1000,7990,1,Crack,451,5678,486,5759,0.95886099338531
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T044423.xml,inner_bore_211124T044423.xml,1000,7990,1,Crack-minor,258,4618,396,4637,0.95029616355896
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T052701.xml,inner_bore_211124T052701.xml,1000,7990,1,Crack,483,2481,514,2551,0.96675026416779
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T053035.xml,inner_bore_211124T053035.xml,1000,7990,1,Crack-minor,223,6794,284,6824,0.99930381774902
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T053035.xml,inner_bore_211124T053035.xml,1000,7990,1,Crack-minor,215,5920,286,5946,0.7317870259285
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T053155.xml,inner_bore_211124T053155.xml,1000,7990,1,Crack,316,5443,384,5478,0.99955552816391
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T054008.xml,inner_bore_211124T054008.xml,1000,7990,1,Crack-minor,216,3031,278,3055,0.99914515018463
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T054400.xml,inner_bore_211124T054400.xml,1000,7990,1,Crack-minor,222,5239,282,5263,0.99846422672272
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T054400.xml,inner_bore_211124T054400.xml,1000,7990,1,Crack-minor,206,2421,272,2443,0.75778323411942
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T054623.xml,inner_bore_211124T054623.xml,1000,7990,1,Crack-minor,267,6575,345,6593,0.97685742378235
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T054710.xml,inner_bore_211124T054710.xml,1000,7990,1,Crack,578,1914,631,2081,0.99626284837723
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T064010.xml,inner_bore_211124T064010.xml,1000,7990,1,Crack,529,6867,572,7007,0.99856227636337
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T065458.xml,inner_bore_211124T065458.xml,1000,7990,1,Crack,495,958,532,1070,0.95528608560562
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T065750.xml,inner_bore_211124T065750.xml,1000,7990,1,Crack,308,4240,429,4262,0.97670024633408
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T071404.xml,inner_bore_211124T071404.xml,1000,7990,1,Crack-outoffocus,459,3106,545,3128,0.99898451566696
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T071420.xml,inner_bore_211124T071420.xml,1000,7990,1,Crack,409,3909,436,4009,0.95107930898666
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T071420.xml,inner_bore_211124T071420.xml,1000,7990,1,Crack-outoffocus,283,3715,357,3735,0.92108827829361
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T071908.xml,inner_bore_211124T071908.xml,1000,7990,1,Crack,401,3797,464,3931,0.97362160682678
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T072215.xml,inner_bore_211124T072215.xml,1000,7990,1,Crack-minor,216,2107,278,2127,0.9999463558197
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T072353.xml,inner_bore_211124T072353.xml,1000,7990,1,Crack,493,691,519,839,0.99957197904587
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T072414.xml,inner_bore_211124T072414.xml,1000,7990,1,Crack,424,4232,452,4389,0.999831199646
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T072520.xml,inner_bore_211124T072520.xml,1000,7990,1,Crack,383,5206,462,5253,0.99951374530792
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T072520.xml,inner_bore_211124T072520.xml,1000,7990,1,Crack,353,6779,402,6830,0.99616974592209
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T073130.xml,inner_bore_211124T073130.xml,1000,7990,1,Crack-minor,206,4618,271,4643,0.96402776241302
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T073300.xml,inner_bore_211124T073300.xml,1000,7990,1,Crack,403,3843,436,3976,0.98890334367752
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T074317.xml,inner_bore_211124T074317.xml,1000,7990,1,Crack,495,63,530,192,0.99178349971771
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T074826.xml,inner_bore_211124T074826.xml,1000,7990,1,Crack,362,4904,395,5073,0.99973911046982
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T082035.xml,inner_bore_211124T082035.xml,1000,7990,1,Crack,567,460,615,684,0.99958950281143
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T083006.xml,inner_bore_211124T083006.xml,1000,7990,1,Crack,295,3683,423,3728,0.9993976354599
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T093114.xml,inner_bore_211124T093114.xml,1000,7990,1,Crack,573,7204,611,7307,0.97378242015839
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T093541.xml,inner_bore_211124T093541.xml,1000,7990,1,Crack,360,12,392,190,0.96635633707047
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T093749.xml,inner_bore_211124T093749.xml,1000,7990,1,Crack,388,3811,429,3965,0.99992406368256
D:\data\vision_6830\image_data\inner_bore\nok\211124\inner_bore_211124T093749.xml,inner_bore_211124T093749.xml,1000,7990,1,Crack,344,6031,369,6154,0.99834585189819
